Course_Name,Company_Offering,Skills_Gained,Ratings,Number_of_Ratings,Course_Link
Business Strategies for A Better World,University of Pennsylvania,"Economics, Business Strategies, Entrepreneurship, Law, Regulation, and Compliance, Critical Thinking and Problem Solving, Economics, Policy, and Social Studies, Business Development, Critical Thinking, Investment Management, Market Analysis, Regulation and Legal Compliance",4.7,7000,https://www.coursera.org/specializations/wharton-global-business-strategy
The AI Awakening: Implications for the Economy and Society,Stanford University,,4.8,6,https://www.coursera.org/learn/ai-awakening
An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,"Brand Awareness, Experience Design, User Experience (UX) Design",4.7,2000,https://www.coursera.org/learn/neuromarketing
Fundamentals of Computing,Rice University,"Python (Programming Language), Computer Programming, Programming Concepts, Graph Theory, C (Programming Language), Computer Science, Algorithms, Computational Thinking, Object Oriented Programming (OOP), Probability and Statistics, Applied Mathematics, Bioinformatics, Combinatorics, Cplusplus, Game Theory, Machine Learning, Mathematics, Mathematics and Mathematical Modeling, Statistics, Unit Testing",4.8,4000,https://www.coursera.org/specializations/computer-fundamentals
International Security Management,Erasmus University Rotterdam,"Cybersecurity, Cyber Engineering, Cyber Operations",4.7,1000,https://www.coursera.org/learn/international-security-management
Healthcare Management and Finance,University of Michigan,,,0,https://www.coursera.org/specializations/healthcare-management-and-finance
Electric Industry Operations and Markets,Duke University,"Electrical Engineering, Electrical and Computer Engineering, Basic Electrical Systems",4.8,3000,https://www.coursera.org/learn/electricity
Moral Foundations of Politics,Yale University,Disabilities,4.9,6000,https://www.coursera.org/learn/moral-politics
Introduction to Google SEO,"University of California, Davis","Search Engine Optimization, Digital Marketing, Search Engine Marketing",4.6,9000,https://www.coursera.org/learn/search-engine-optimization
Entrepreneurial Finance: Strategy and Innovation,Duke University,"R (Programming Language), Risk Analysis, Entrepreneurial Finance, Blockchain, Risk Management, Financial Modeling, Cryptography, Entrepreneurship, Finance, Financial Technology (Fintech), Investment Management, Financial Regulation, Time Series",4.5,3000,https://www.coursera.org/specializations/entrepreneurial-finance
Equine Welfare and Management,"University of California, Davis",,4.9,354,https://www.coursera.org/learn/equine
Microsoft Azure Security Engineer Associate (AZ-500),Microsoft,"Cybersecurity, Identity and Access Management, Security Engineering, Cloud Security, Application Security, Authentications, Cloud Storage, Critical Thinking, Cyber Security, Encryption, Network Security, Penetration Testing, Security Information and Event Management (SIEM), Security Management",4.5,28,https://www.coursera.org/professional-certificates/microsoft-azure-security-engineer-associate
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,"Cplusplus, C (Programming Language), C++ (Programming Language)",4.7,9000,https://www.coursera.org/learn/cs-fundamentals-1
The Power of Statistics,Google,"Statistical Analysis, Statistical Hypothesis Testing, Statistics, Data Analysis, Probability Distribution",4.8,437,https://www.coursera.org/learn/the-power-of-statistics
Using Python to Access Web Data,University of Michigan,"Computer Programming, Computer Programming Tools, Programming Principles, Python Programming, Data Structures, Web Development, Web Development Tools, Computer Networking, Extract, Transform, Load, HTML and CSS",4.8,44000,https://www.coursera.org/learn/python-network-data
A life with ADHD,University of Geneva,,,0,https://www.coursera.org/learn/life-with-adhd
Introduction to Public Relations and the Media,University of Colorado Boulder,"Communication, Public Relations, Media Strategy & Planning, Strategy, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Planning, Social Media, Business Communication, Critical Thinking, Journalism, Writing",4.7,421,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
Fundamentals of GIS,"University of California, Davis","ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization",4.8,5000,https://www.coursera.org/learn/gis
Fundraising and Development,"University of California, Davis","Planning, Strategy, Communication, Marketing, Leadership and Management, Organizational Development, Prospecting and Qualification, Strategy and Operations, Decision Making, People Development, Business Development, Taxes, Writing",4.6,317,https://www.coursera.org/specializations/fundraising-development
"Energy Production, Distribution & Safety",University at Buffalo,,4.7,10000,https://www.coursera.org/specializations/energy-industry
Palliative Care Always,Stanford University,"Communication, Planning",4.7,93,https://www.coursera.org/specializations/palliative-care-always
International Business Essentials,University of London,"Mathematical Theory & Analysis, Leadership and Management, Linear Algebra, Probability & Statistics, Statistical Analysis, Algebra, Basic Descriptive Statistics, General Statistics, Mathematics, Organizational Development, Strategy, Critical Thinking, Problem Solving, Statistical Tests, Communication, Calculus, Data Analysis, Strategy and Operations, Business Development, Probability Distribution, Business Communication, Business Psychology, Collaboration, Conflict Management, Leadership Development, Operations Management, People Management, Performance Management, Professional Development, Correlation And Dependence, Marketing, Product Management, Product Strategy, Sales, Differential Equations, Market Analysis, Product Lifecycle, Change Management, Planning",4.6,8000,https://www.coursera.org/specializations/mba
Marketing Analytics,University of Virginia,"Business Analysis, Data Analysis, Market Analysis, Marketing, Brand Management, Customer Analysis, Customer Relationship Management, Strategy, Marketing Management, Product Strategy, Regression",4.7,3000,https://www.coursera.org/learn/uva-darden-market-analytics
Trading Strategies in Emerging Markets,Indian School of Business,"Finance, Investment Management, Financial Analysis, Securities Trading, Accounting, Algorithms, Strategy, Financial Accounting, Market Analysis, Business Analysis, Statistical Analysis, Strategy and Operations, Account Management, Accounts Payable and Receivable, Behavioral Economics, Decision Making, General Accounting, Performance Management, Cash Management, Correlation And Dependence, Critical Thinking",4.2,6000,https://www.coursera.org/specializations/trading-strategy
Digital Manufacturing & Design Technology,University at Buffalo,"Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Business Transformation, Cloud Computing, Cyberattacks, Operations Management, Security Engineering, Big Data, Cloud Storage, Communication, Computer Architecture, Computer Security Models, Network Security, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Performance Management, Software Engineering, Exploratory Data Analysis, Business Communication, Marketing",4.6,6000,https://www.coursera.org/specializations/digital-manufacturing-design-technology
Oil & Gas Industry Operations and Markets,Duke University,,4.8,8000,https://www.coursera.org/learn/oilandgas
Natural Language Processing with Attention Models,DeepLearning.AI,Natural Language Processing,4.4,972,https://www.coursera.org/learn/attention-models-in-nlp
Overcoming Dyslexia,Yale University,,4.8,679,https://www.coursera.org/learn/dyslexia
Data Mining,University of Illinois at Urbana-Champaign,"Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Mathematical Theory & Analysis, Python Programming, Data Visualization Software",4.5,9000,https://www.coursera.org/specializations/data-mining
Principles of Sustainable Finance,Erasmus University Rotterdam,"Finance, Risk Management, Critical Thinking, Financial Management, Leadership and Management, Strategy and Operations, Business Transformation, Decision Making, Financial Analysis, Strategy",4.7,6000,https://www.coursera.org/learn/sustainable-finance
Learn Chinese: HSK Test Preparation,Peking University,"Communication, Writing",4.8,2000,https://www.coursera.org/specializations/hsk-learn-chinese
Sports Marketing,Northwestern University,"Communication, Marketing",4.7,2000,https://www.coursera.org/learn/sports-marketing
Exploring Renewable Energy Schemes,University of Pennsylvania,,4.7,571,https://www.coursera.org/learn/exploring-renewable-energy
Financial Accounting Fundamentals,University of Virginia,"Account Management, Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Financial Management, Payments",4.8,5000,https://www.coursera.org/learn/uva-darden-financial-accounting
